Subpopulation 1,Subpopulation 2,Subpopulation 3
489.39602675324085,534.3329176236398,476.27105562311937
489.39602675936464,534.332917625282,476.27105561535336
489.3960267658042,534.3329176270389,476.2710556071568
489.39602677255965,534.3329176289106,476.2710555985297
489.39602677963086,534.3329176308971,476.271055589472
489.39602678769467,534.3329176228979,476.2710555894075
489.39602678932823,534.332917623811,476.2710555868608
489.3960267909618,534.3329176247241,476.27105558431407
489.39602679259536,534.3329176256373,476.27105558176737
489.39602679422893,534.3329176265505,476.2710555792206
489.39602679586255,534.3329176274636,476.2710555766739
489.3960267974961,534.3329176283768,476.2710555741272
489.3960267991297,534.3329176292899,476.27105557158046
489.39602680076325,534.332917630203,476.27105556903376
489.3960268023968,534.3329176311162,476.271055566487
489.3960268040304,534.3329176320293,476.2710555639403
489.39602680566395,534.3329176329426,476.27105556139355
489.3960268072975,534.3329176338557,476.27105555884685
489.3960268089311,534.3329176347688,476.2710555563001
489.39602681056465,534.332917635682,476.2710555537534
489.3960268121982,534.3329176365951,476.27105555120664
489.39602681383184,534.3329176375082,476.27105554865994
489.3960268154654,534.3329176384215,476.2710555461132
489.39602681709897,534.3329176393346,476.2710555435665
489.39602681873254,534.3329176402477,476.27105554101973
489.3960268203661,534.3329176411609,476.27105553847304
489.39602682199967,534.332917642074,476.2710555359263
489.39602682363324,534.3329176429871,476.2710555333796
489.3960268252668,534.3329176439004,476.2710555308328
489.39602682690037,534.3329176448135,476.2710555282861
489.39602682853393,534.3329176457266,476.2710555257394
489.3960268301675,534.3329176466398,476.2710555231927
489.39602683180107,534.3329176475529,476.271055520646
489.3960268334347,534.332917648466,476.2710555180992
489.39602683506826,534.3329176493793,476.2710555155525
489.3960268367018,534.3329176502924,476.27105551300576
489.3960268383354,534.3329176512055,476.27105551045906
489.39602683996895,534.3329176521187,476.2710555079123
489.3960268416025,534.3329176530318,476.2710555053656
489.3960268432361,534.332917653945,476.27105550281885
489.39602684486965,534.3329176548582,476.27105550027215
489.3960268449852,534.3329176549321,476.2710555000827
489.3960268450304,534.3329176549672,476.2710555000024
489.39602684507565,534.3329176550022,476.27105549992206
489.3960268451209,534.3329176550374,476.27105549984174
489.39602684516615,534.3329176550725,476.2710554997615
489.3960268452114,534.3329176551075,476.27105549968115
489.3960268452566,534.3329176551426,476.27105549960083
489.39602684530183,534.3329176551777,476.2710554995205
489.3960268453471,534.3329176552128,476.2710554994402
489.3960268453923,534.3329176552478,476.2710554993599
489.3960268454376,534.3329176552829,476.27105549927956
489.39602684548277,534.332917655318,476.27105549919924
489.396026845528,534.3329176553531,476.2710554991189
489.39602684557326,534.3329176553882,476.2710554990386
489.3960268456185,534.3329176554232,476.2710554989583
489.39602684566376,534.3329176554583,476.27105549887796
489.39602684570895,534.3329176554934,476.27105549879764
489.3960268457542,534.3329176555285,476.2710554987173
489.39602684579944,534.3329176555636,476.271055498637
489.3960268458447,534.3329176555986,476.2710554985567
489.39602684588993,534.3329176556338,476.27105549847636
489.3960268459351,534.3329176556688,476.27105549839604
489.3960268459804,534.3329176557039,476.2710554983158
489.3960268460256,534.3329176557389,476.27105549823546
489.39602684607087,534.332917655774,476.27105549815514
489.3960268461161,534.3329176558092,476.2710554980748
489.3960268461613,534.3329176558442,476.2710554979945
489.39602684620655,534.3329176558793,476.2710554979142
489.3960268462518,534.3329176559143,476.27105549783386
489.39602684629705,534.3329176559495,476.27105549775354
489.3960268463423,534.3329176559845,476.2710554976732
489.3960268463875,534.3329176560196,476.2710554975929
489.39602684643273,534.3329176560547,476.2710554975126
489.396026846478,534.3329176560898,476.27105549743226
489.3960268465232,534.3329176561249,476.27105549735194
489.3960268465685,534.3329176561599,476.2710554972716
489.39602684661367,534.332917656195,476.2710554971913
489.3960268466589,534.33291765623,476.271055497111
489.39602684670416,534.3329176562652,476.27105549703066
489.3960268467494,534.3329176563003,476.27105549695034
489.39602684679465,534.3329176563353,476.27105549687
489.39602684683985,534.3329176563705,476.27105549678976
489.3960268468851,534.3329176564055,476.27105549670944
489.39602684693034,534.3329176564406,476.2710554966291
489.3960268469756,534.3329176564756,476.2710554965488
489.39602684702083,534.3329176565107,476.2710554964685
489.396026847066,534.3329176565459,476.27105549638816
489.3960268471113,534.3329176565809,476.27105549630784
489.3960268471565,534.332917656616,476.2710554962275
489.39602684720177,534.332917656651,476.2710554961472
489.396026847247,534.3329176566862,476.2710554960669
489.3960268472922,534.3329176567212,476.27105549598656
489.39602684733745,534.3329176567563,476.27105549590624
489.3960268473827,534.3329176567914,476.2710554958259
489.39602684742795,534.3329176568265,476.2710554957456
489.3960268474732,534.3329176568616,476.2710554956653
489.3960268475184,534.3329176568966,476.27105549558496
489.39602684756363,534.3329176569317,476.27105549550464
489.3960268476089,534.3329176569667,476.2710554954243
489.3960268476541,534.3329176570019,476.27105549534406
489.3960268476994,534.332917657037,476.27105549526374
489.39602684774457,534.332917657072,476.2710554951834
489.3960268477898,534.3329176571071,476.2710554951031
489.39602684783506,534.3329176571422,476.2710554950228
489.3960268478803,534.3329176571773,476.27105549494246
489.39602684792555,534.3329176572123,476.27105549486214
489.39602684797075,534.3329176572474,476.2710554947818
489.396026848016,534.3329176572825,476.2710554947015
489.39602684806124,534.3329176573176,476.2710554946212
489.3960268481065,534.3329176573527,476.27105549454086
489.39602684815173,534.3329176573877,476.27105549446054
489.3960268481969,534.3329176574229,476.2710554943802
489.3960268482422,534.3329176574579,476.2710554942999
489.3960268482874,534.332917657493,476.2710554942196
489.39602684833267,534.332917657528,476.27105549413926
489.3960268483779,534.3329176575631,476.27105549405894
489.3960268484231,534.3329176575983,476.2710554939786
489.39602684846835,534.3329176576333,476.2710554938983
489.3960268485136,534.3329176576684,476.27105549381804
489.39602684855885,534.3329176577034,476.2710554937377
489.3960268486041,534.3329176577386,476.2710554936574
489.3960268486493,534.3329176577736,476.2710554935771
489.39602684869453,534.3329176578087,476.27105549349676
489.3960268487398,534.3329176578438,476.27105549341644
489.396026848785,534.3329176578789,476.2710554933361
489.3960268488303,534.332917657914,476.2710554932558
489.39602684887547,534.332917657949,476.2710554931755
489.3960268489207,534.3329176579841,476.27105549309516
489.39602684896596,534.3329176580191,476.27105549301484
489.3960268490112,534.3329176580543,476.2710554929345
489.39602684905645,534.3329176580894,476.2710554928542
489.39602684910164,534.3329176581244,476.2710554927739
489.3960268491469,534.3329176581595,476.27105549269356
489.39602684919214,534.3329176581946,476.27105549261324
489.3960268492374,534.3329176582297,476.2710554925329
489.39602684928263,534.3329176582647,476.2710554924526
489.3960268493278,534.3329176582998,476.27105549237234
489.3960268493731,534.332917658335,476.271055492292
489.3960268494183,534.33291765837,476.2710554922117
489.39602684946357,534.3329176584051,476.2710554921314
489.3960268495088,534.3329176584401,476.27105549205106
489.396026849554,534.3329176584753,476.27105549197074
489.39602684959925,534.3329176585103,476.2710554918904
489.3960268496445,534.3329176585454,476.2710554918101
489.39602684968975,534.3329176585805,476.2710554917298
489.396026849735,534.3329176586155,476.27105549164946
489.3960268497802,534.3329176586507,476.27105549156914
489.39602684982543,534.3329176586857,476.2710554914888
489.3960268498707,534.3329176587208,476.2710554914085
489.3960268499159,534.3329176587558,476.2710554913282
489.3960268499612,534.332917658791,476.27105549124786
489.39602685000636,534.3329176588261,476.27105549116754
489.3960268500516,534.3329176588611,476.2710554910872
489.39602685009686,534.3329176588962,476.2710554910069
489.3960268501421,534.3329176589313,476.27105549092664
489.39602685018735,534.3329176589664,476.2710554908463
489.39602685023254,534.3329176590014,476.271055490766
489.3960268502778,534.3329176590365,476.2710554906857
489.39602685032304,534.3329176590717,476.27105549060536
489.3960268503683,534.3329176591067,476.27105549052504
489.39602685041353,534.3329176591418,476.2710554904447
489.3960268504587,534.3329176591768,476.2710554903644
489.396026850504,534.332917659212,476.2710554902841
489.3960268505492,534.332917659247,476.27105549020376
489.39602685059447,534.3329176592821,476.27105549012344
489.3960268506397,534.3329176593172,476.2710554900431
489.3960268506849,534.3329176593522,476.2710554899628
489.39602685073015,534.3329176593874,476.2710554898825
489.3960268507754,534.3329176594224,476.27105548980217
489.39602685082065,534.3329176594575,476.27105548972185
489.3960268508659,534.3329176594925,476.2710554896415
489.3960268509111,534.3329176595277,476.2710554895612
489.39602685095633,534.3329176595628,476.2710554894809
489.3960268510016,534.3329176595978,476.2710554894006
489.3960268510468,534.3329176596329,476.2710554893203
489.3960268510921,534.3329176596679,476.27105548924
489.39602685113726,534.3329176597031,476.27105548915966
489.3960268511825,534.3329176597381,476.27105548907934
489.39602685122776,534.3329176597732,476.271055488999
489.396026851273,534.3329176598083,476.2710554889187
489.39602685131825,534.3329176598434,476.2710554888384
489.39602685136344,534.3329176598785,476.27105548875807
489.3960268514087,534.3329176599135,476.27105548867775
489.39602685145394,534.3329176599486,476.2710554885974
489.3960268514992,534.3329176599837,476.2710554885171
489.39602685154443,534.3329176600188,476.2710554884368
489.3960268515896,534.3329176600538,476.27105548835647
489.3960268516349,534.3329176600889,476.27105548827615
489.3960268516801,534.332917660124,476.2710554881958
489.39602685172537,534.3329176601591,476.2710554881155
489.39602685177056,534.3329176601942,476.2710554880352
489.3960268518158,534.3329176602292,476.2710554879549
489.39602685186105,534.3329176602643,476.2710554878746
489.3960268519063,534.3329176602994,476.2710554877943
489.39602685195155,534.3329176603345,476.27105548771397
489.39602685199674,534.3329176603696,476.27105548763365
489.396026852042,534.3329176604046,476.2710554875533
489.39602685208723,534.3329176604398,476.271055487473
489.3960268521325,534.3329176604748,476.2710554873927
489.3960268521777,534.3329176605099,476.27105548731237
489.3960268522229,534.3329176605449,476.27105548723205
489.39602685226816,534.33291766058,476.2710554871517
489.3960268523134,534.3329176606152,476.2710554870714
489.39602685235866,534.3329176606502,476.2710554869911
489.3960268524039,534.3329176606853,476.27105548691077
489.3960268524491,534.3329176607203,476.27105548683045
489.39602685249434,534.3329176607555,476.27105548675013
489.3960268525396,534.3329176607905,476.2710554866698
489.39602685258484,534.3329176608256,476.2710554865895
489.3960268526301,534.3329176608607,476.27105548650917
489.3960268526753,534.3329176608958,476.2710554864289
489.3960268527205,534.3329176609309,476.2710554863486
489.3960268527658,534.3329176609659,476.27105548626827
489.396026852811,534.332917661001,476.27105548618795
489.39602685285627,534.332917661036,476.2710554861076
489.39602685290146,534.3329176610712,476.2710554860273
489.3960268529467,534.3329176611063,476.271055485947
489.39602685299195,534.3329176611413,476.27105548586667
489.3960268530372,534.3329176611765,476.27105548578635
489.39602685308245,534.3329176612115,476.27105548570603
489.39602685312764,534.3329176612466,476.2710554856257
489.3960268531729,534.3329176612816,476.2710554855454
489.39602685321813,534.3329176613167,476.27105548546507
489.3960268532634,534.3329176613519,476.27105548538475
489.3960268533086,534.3329176613869,476.27105548530443
489.3960268533538,534.332917661422,476.2710554852241
489.39602685339906,534.332917661457,476.2710554851438
489.3960268534443,534.3329176614922,476.27105548506347
489.39602685348956,534.3329176615272,476.2710554849832
489.3960268535348,534.3329176615623,476.2710554849029
489.39602685358,534.3329176615974,476.27105548482257
489.39602685362524,534.3329176616325,476.27105548474225
489.3960268536705,534.3329176616676,476.27105548466193
489.39602685371574,534.3329176617026,476.2710554845816
489.396026853761,534.3329176617377,476.2710554845013
489.3960268538062,534.3329176617727,476.27105548442097
489.3960268538514,534.3329176618079,476.27105548434065
489.3960268538967,534.332917661843,476.27105548426033
489.3960268539419,534.332917661878,476.27105548418
489.39602685398717,534.3329176619131,476.2710554840997
489.39602685403236,534.3329176619482,476.27105548401937
489.3960268540776,534.3329176619833,476.27105548393905
489.39602685412285,534.3329176620183,476.27105548385873
489.3960268541681,534.3329176620534,476.2710554837784
489.39602685421335,534.3329176620886,476.2710554836981
489.39602685425854,534.3329176621236,476.2710554836178
489.3960268543038,534.3329176621587,476.2710554835375
489.39602685434903,534.3329176621937,476.2710554834572
489.3960268543943,534.3329176622289,476.27105548337687
489.3960268544395,534.3329176622639,476.27105548329655
489.3960268544847,534.332917662299,476.27105548321623
489.39602685452996,534.3329176623341,476.2710554831359
489.3960268545752,534.3329176623691,476.2710554830556
489.39602685462046,534.3329176624043,476.27105548297527
489.3960268546657,534.3329176624393,476.27105548289495
489.3960268547109,534.3329176624744,476.27105548281463
489.39602685475614,534.3329176625094,476.2710554827343
489.3960268548014,534.3329176625446,476.271055482654
489.39602685484664,534.3329176625797,476.2710554825737
489.3960268548919,534.3329176626147,476.27105548249335
489.3960268549371,534.3329176626498,476.27105548241303
489.3960268549823,534.3329176626848,476.2710554823327
489.39602685502757,534.33291766272,476.2710554822524
489.3960268550728,534.332917662755,476.2710554821721
489.39602685511807,534.3329176627901,476.27105548209175
489.39602685516326,534.3329176628251,476.2710554820115
489.3960268552085,534.3329176628603,476.27105548193117
489.39602685525375,534.3329176628954,476.27105548185085
489.396026855299,534.3329176629304,476.27105548177053
489.39602685534425,534.3329176629655,476.2710554816902
489.39602685538944,534.3329176630006,476.2710554816099
489.3960268554347,534.3329176630357,476.2710554815296
489.39602685547993,534.3329176630707,476.27105548144925
489.3960268555252,534.3329176631058,476.27105548136893
489.3960268555704,534.332917663141,476.2710554812886
489.3960268556156,534.332917663176,476.2710554812083
489.39602685566086,534.3329176632111,476.271055481128
489.3960268557061,534.3329176632461,476.27105548104765
489.39602685575136,534.3329176632813,476.27105548096733
489.3960268557966,534.3329176633163,476.271055480887
489.3960268558418,534.3329176633514,476.2710554808067
489.39602685588704,534.3329176633865,476.2710554807264
489.3960268559323,534.3329176634215,476.27105548064606
489.39602685597754,534.3329176634567,476.2710554805658
489.3960268560228,534.3329176634917,476.2710554804855
489.396026856068,534.3329176635268,476.27105548040515
489.3960268561132,534.3329176635618,476.27105548032483
489.39602685615847,534.332917663597,476.2710554802445
489.3960268562037,534.3329176636321,476.2710554801642
489.39602685624897,534.3329176636671,476.2710554800839
489.39602685629416,534.3329176637022,476.27105548000355
489.3960268563394,534.3329176637372,476.27105547992323
489.39602685638465,534.3329176637724,476.2710554798429
489.3960268564299,534.3329176638074,476.2710554797626
489.39602685647515,534.3329176638425,476.2710554796823
489.39602685652034,534.3329176638777,476.27105547960196
489.3960268565656,534.3329176639127,476.27105547952164
489.39602685661083,534.3329176639478,476.2710554794413
489.3960268566561,534.3329176639828,476.271055479361
489.3960268567013,534.3329176640179,476.2710554792807
489.3960268567465,534.332917664053,476.27105547920036
489.39602685679176,534.3329176640881,476.27105547912004
489.396026856837,534.3329176641232,476.2710554790398
489.39602685688226,534.3329176641582,476.27105547895945
489.3960268569275,534.3329176641934,476.27105547887913
489.3960268569727,534.3329176642284,476.2710554787988
489.39602685701794,534.3329176642635,476.2710554787185
489.3960268570632,534.3329176642985,476.2710554786382
489.39602685710844,534.3329176643336,476.27105547855786
489.3960268571537,534.3329176643688,476.27105547847754
489.3960268571989,534.3329176644038,476.2710554783972
