Susceptible 1,Susceptible 2,Susceptible 3,Infected 1,Infected 2,Infected 3,Removed 1,Removed 2,Removed 3
49.84299508884671,54.42777975411013,48.51050552620171,289.0406576067493,315.56002189126997,281.278108929925,248.41008643711683,271.1946875117624,241.73515725401842
48.2822795063197,52.72290316004031,46.99127605406582,287.1402791366985,313.48733742278785,279.42965707657964,251.8696525646878,274.97387797851206,245.1027371003088
46.78032375679349,51.082269303650556,45.52926082277914,285.20423598044505,311.3754849184438,277.54641600016777,255.30624809568812,278.7278404907238,248.44792063130865
45.33484769185309,49.503380053370435,44.122238668566126,283.2352154500353,309.2274218390122,275.63100722240966,258.7194558592349,282.4561299096938,251.7703033058248
43.94364828475567,47.98382225832847,42.76806359025044,281.23579660442294,307.0459851382447,273.6859465053767,262.10889060719245,286.1583353239427,255.06951168748625
42.604598938556,46.52126697841016,41.464664083515814,279.20845210971225,304.83389349135433,271.71364566204335,265.47419778086845,289.83407872356037,258.34520223197967
41.31564793810034,45.1134676799299,40.21004162303188,277.15555110818957,302.5937506457859,269.7164153922453,268.81505213847703,293.48301353896113,261.59705993527933
40.07481715821155,43.758258774757216,39.00226940311987,275.07936169851035,300.32804830802235,267.6964677148857,272.1311565141899,297.1048233133909,264.82479711491254
38.88020100339032,42.45355446051471,37.83949131223917,272.98205307086755,298.03916862368044,265.65591804180383,275.4222406904097,300.69922049058374,268.02815230651095
37.729964495988625,41.19734654054896,36.71992006852269,270.8656986216033,295.72938774966326,263.596788238345,278.6880601536278,304.26594508763696,271.20688904406376
36.62234139259474,39.98770228920187,35.641835387251234,268.732278980262,293.4008793163279,261.5210095892933,281.92839491158486,307.8047634309703,274.3607947025143
35.555632943567325,38.822763107427285,34.60358277154392,266.5836842305331,291.0557169581361,259.4304249671241,285.1430484696744,311.3154670577307,277.4896794942635
34.52820582872745,37.70074221414265,33.603571495923504,264.42171705997407,288.6958778673003,257.32679192048204,288.3318467126311,314.7978715231999,280.59337537761934
33.53848994487177,36.61992220883864,32.64027243161881,262.24809603878833,286.3232464439163,255.211785895889,291.4946368090447,318.25181523706135,283.6717349899715
32.584977042766006,35.578653543012294,31.712216736265,260.0644578775023,283.939616889714,253.08700243072047,294.63128628176884,321.67715846052624,286.7246307377253
31.66621866010177,34.57535223759628,30.817993830231675,257.87236046312586,281.5466965942856,250.9539601311957,297.7416820125264,325.0737822453567,289.7519538255804
30.780823842157666,33.60849734136048,29.95624917076881,255.67328609747616,279.14610975266055,248.8141038554543,300.8257292601016,328.4415873866452,292.7536132933757
29.92745764968843,32.676629305426374,29.125682796163925,253.4686438146785,276.73939995701517,246.66880697055768,303.88335080804535,331.78049350933645,295.72953518908855
29.104839194046807,31.778347808456267,28.325047409182048,251.2597722018019,274.32803334154664,244.51937411449262,306.9144860875519,335.09043813020895,298.6796617127132
28.311739428447957,30.912309308713276,27.553146233069967,249.04794246312295,271.91340198980356,242.36704417610633,309.91909030448613,338.3713757212991,301.60395037495107
27.546979580242816,30.077225319628898,26.80883147906404,246.83436073793942,269.49682652040025,240.21299256950147,312.8971336682165,341.623276884524,304.50237324048294
26.80942933182758,29.271860402829766,26.091002575788174,244.62017067359966,267.07955894709625,238.05833374459263,315.84860062042316,344.84612752473583,307.37491617910723
26.098004772048043,28.495029942440254,25.398604147208292,242.4064562274325,264.66278573323933,235.90412395137352,318.7734890688669,348.0399280402745,310.22157811711696
25.411666799427255,27.745598377200192,24.73062446633269,240.194243942709,262.24763033432777,233.75136345120646,321.6718096920144,351.20469257326073,313.0423703635218
24.749419465538235,27.02247738192051,24.08609383845312,237.98450526757176,259.83515576194134,231.6009987831764,324.5435852628745,354.34044828564333,315.83731595288117
24.11030812791323,26.32462381657415,23.46408281285682,235.77815905445803,257.4263673631796,229.45392519773907,327.38884998539197,357.44723464188064,318.6064490000067
23.493417879993572,25.6510380068671,22.863700648033404,233.57607373897378,255.02221522214228,227.31098878912252,330.2076488738139,360.5251027450357,321.349814096018
22.897872055171668,25.00076210740979,22.284093848610002,231.37906941663564,252.6235964474397,225.1729885284214,333.00003716072933,363.5741147035561,324.0674657320267
22.322830576835166,24.372878297718028,21.724444558438606,229.18792006527437,250.23135760948452,223.0406784256692,335.76607971634166,366.5943430090696,326.75946774116915
21.76748846238881,23.766507143262515,21.18396910354756,227.00335558040723,247.84629697996712,220.91476951300191,338.5058505003513,369.5858699481031,329.42589276897075
21.231074480060098,23.180806110201452,20.66191668866655,224.82606362487238,245.46916658720818,218.7959316482715,341.2194320460107,372.5487870445609,332.0668217701485
20.712849693729982,22.614967978941948,20.157567969045168,222.65669157969032,243.10067434646547,216.6847954317829,343.90691495787036,375.4831945243858,334.6823435180883
20.212106080160538,22.06821933408189,19.67023369019814,220.49584839759396,240.74148608591224,214.58195403568791,346.56839743471784,378.3892008072871,337.27255413436063
19.728165318690632,21.5398192373006,19.19925351738288,218.3441062606618,238.39222737629245,212.48796480391832,349.20398481487575,381.2669220156025,339.8375566552753
19.260377507275972,21.02905781756647,18.74399478569278,216.20200229305405,236.0534854150365,210.4033509241909,351.81378914190435,384.1164815059618,342.3774606093174
18.808119912269042,20.53525488191924,18.30385130980926,214.0700402197789,233.72581087742142,208.32860300968431,354.39792875072317,386.9380094118505,344.8923816265443
18.37079588084311,20.057758739942948,17.87824229964057,211.94869184435439,231.40971951646742,206.26418057455382,356.9565278720893,389.73164222806514,347.3824410440435
17.947833711077894,19.595944961858834,17.46661126807219,209.8383985513625,229.1056938189813,204.21051348717899,359.48971625551536,392.49752240142425,349.84776554452884
17.538685547164988,19.149215198765717,17.068424928158286,207.73957276979618,226.8141845647849,202.1680034237852,361.99762880807515,395.2357979563993,352.28848680307044
17.14282639446049,18.716996080816998,16.68317225741432,205.65259929507775,224.53561231449876,200.13702513140439,364.4804052520488,397.94662211422394,354.70474116005477
16.759753130532438,18.298738143040442,16.31036352690466,203.57783660182804,222.2703688364368,198.1179277157065,366.93818979790177,400.6301529445426,357.09666930310703
16.38898354247654,17.893914755486463,15.949529366579975,201.51561810545832,220.01881851083618,196.11103587979073,369.3711308420775,403.2865530325261,359.46441596476836
16.030055440514797,17.50202116723941,15.600219894137865,199.46625334756774,217.7812996100566,194.11665108250878,371.7793806650132,405.9159891599148,361.80812963304703
15.68252579344902,17.122573558752368,15.262003871513365,197.43002913862438,215.55812555292167,192.1350526568064,374.1630951501445,408.51863200136233,364.1279622764262
15.345969878291754,16.755108111130394,14.93446789932725,195.40721067505768,213.3495861331783,190.16649885710936,376.5224335150359,411.0946558290675,366.42406910180205
15.019980495331769,16.3991801446241,14.617215646764183,193.39804257666876,211.15594865915287,188.21122788355396,378.85755805622296,413.64423823738036,368.6966083003013
14.704167209159543,16.054363286301154,14.30986711578049,191.4027498872669,208.9774590536278,186.26945885290561,381.16863390520257,416.1675598777409,370.9457408120153
14.398155621682427,15.72024868873114,14.012057905365085,189.42153902581825,206.81434286906034,184.34139276606086,383.4558288031113,418.66480422646504,373.17163009370586
14.101586671296108,15.396444264354223,13.723438530521221,187.4545987088297,204.6668062967287,182.42721340350153,385.7193128772281,421.1361573434817,375.37444190405887
13.814115970477745,15.082573959372015,13.443673785301726,185.50210082062782,202.53503712372498,180.52708815975203,387.9592584312814,423.5818076434236,377.5543441060389
13.535413165116292,14.77827704325512,13.17244212890873,183.56420124664524,200.41920566214483,178.64116884596928,390.17583975111586,426.00194567785695,379.7115064789879
13.265161324367753,14.483207432605688,12.90943510258318,181.64104066778907,198.31946563444131,176.76959245161393,392.3692329188152,428.39676392710805,381.846100540676
13.003056359816897,14.19703306857184,12.65435674579407,179.73274532302315,196.23595498576339,174.91248191060225,394.5396156299318,430.76645661242026,383.95829936407654
12.74880646341845,13.919435314712045,12.406923051716731,177.83942774492536,194.16879666921562,173.06994680196317,396.68716701929327,433.11121951423877,386.04827742051685
12.502131579420409,13.6501083732272,12.16686145533617,175.961187445788,192.1180994074498,171.24208401992573,398.8120675015999,435.4312497953646,388.1162104218884
12.262762894830376,13.38875872451429,11.93391033390982,174.0981115771744,190.08395841897084,169.42897842615352,400.91449862035967,437.7267458357931,390.16227516829423
12.030442353622696,13.135104590707549,11.707818528654828,172.25027555608384,188.06645611057408,167.63070347477714,402.99464290655135,439.9979070771709,392.18664940185784
11.80492220369046,12.88887544994283,11.488344903242089,170.41774365578678,186.06566270873574,165.84732178036774,405.0526837402528,442.24493387835423,394.1895116796275
11.585964527128207,12.64981151856498,11.275257904360462,168.60056961466194,184.08163693633412,164.0788856817291,407.0888052104103,444.4680273573412,396.17104124946985
11.3733408349331,12.417663307815234,11.068335161259526,166.79879715708464,182.11442658171993,162.32543776073598,409.103191998683,446.66738926590835,398.1314179318605
11.166831662675515,12.192191183713268,10.867363087423355,165.0124605146558,180.16406906460506,160.5870113572419,411.0960292619688,448.8432218644086,400.0708220033079
10.966226168156693,11.973164932270917,10.672136480105681,163.2415849462783,178.23059199425447,158.86363108746264,413.0675025141479,450.99572779908164,401.9894340782419
10.771321784979351,11.760363377737889,10.482458193027734,161.48618718070082,176.31401366093263,157.15531325955908,415.0177975294394,453.1251099926202,403.88743502100306
10.581923849299267,11.553573971311932,10.298138772524675,159.74627589472777,174.41434356521643,155.46206634368755,416.9471002367335,455.2315715266338,405.76500583986524
10.397845272899069,11.352592434866226,10.11899613779007,158.02185213084528,172.53158287253086,153.78389138073666,418.8555966285259,457.3153155437055,407.6223275981006
10.21890622597981,11.157222416082883,9.944855271819996,156.31290970252118,170.66572485295694,152.12078237594275,420.7434726724797,459.3765451527948,409.4595813294221
10.044933809841478,10.96727513330089,9.775547906585526,154.6194356143904,168.8167553366478,150.47272669851864,422.61091421810437,461.4154633294913,411.27694795311976
9.87576178558933,10.782569076707157,9.610912257619663,152.9414104039017,166.9846530915365,148.83970541930796,424.4581069261166,463.43227283718693,413.0746082020342
9.71123027961897,10.60292968684139,9.450792733760412,151.278808515713,165.16939023123723,147.22169368189213,426.2852361881981,465.4271761409884,414.85274254175044
9.551185519104669,10.428189065946274,9.295039679108646,149.63159863616917,163.37093257983665,145.61866102909843,428.0924870567597,467.40037533178764,416.61153110218885
9.39547958348473,10.258185706843335,9.143509133113012,147.9997440066711,161.58924001414874,144.03057170408673,429.88004417984774,469.3520720553149,418.3511536164898
9.243970142939878,10.092764206155124,8.996062579177574,146.38320275403572,159.82426682786263,142.45738496714634,431.64809173194044,471.2824674350337,420.07178935570875
9.096520241669033,9.93177502802773,8.852566730909444,144.7819281610613,158.07596202555155,140.89905536402844,433.3968133599779,473.1917620144891,421.77361707428565
8.952998065349718,9.775074250945682,8.712893305704759,143.1958689590134,156.34426964047222,139.35553301002378,435.12639212318925,475.08015569289284,423.4568149524085
8.813276726253449,9.622523333542743,8.576918815572219,141.62496959635988,154.62912902704983,137.82676385112245,436.83701043905637,476.94784766697626,425.121560544067
8.677234068103756,9.473988900786429,8.4445243778737,140.0691704804524,152.9304751265677,136.31268989875855,438.52885003661413,478.79503637919584,426.76803073164757
8.544752454793644,9.329342512196238,8.315595508430274,138.5284082405264,151.24823875645413,134.81324948933596,440.2020919045053,480.62191946038126,428.3964016733769
8.415718604497547,9.188460482143531,8.19002196075516,137.00261593175912,149.5823468301161,133.32837748003186,441.8569162527579,482.4286936896482,430.00684876829075
8.290023415931554,9.051223690032673,8.067697556696539,135.49172324886942,147.93272259037056,131.85800545732525,443.49350247280586,484.215554950859,431.59954661710924
8.16756176443886,8.917517356767037,7.948519988858187,133.9956567799799,146.29928588892528,130.40206198326433,445.11202908728285,485.98269817686617,433.1746689736175
8.04823235423355,8.787230883584114,7.8323906765286395,132.51434018576143,144.68195338154868,128.9604727701801,446.71267371857493,487.7303173155324,434.7323887140562
7.931937585062856,8.660257706733184,7.719214635517244,131.04769435939284,143.08063870202687,127.53316083687454,448.295613062176,489.4586053010901,436.27287781112636
7.818583385219835,8.536495115194223,7.608900315731891,129.59563763162512,141.49525268596867,126.1200467079471,449.861022848462,491.1677540127311,437.79630729712005
7.708079049430817,8.415844074174858,7.501359443075586,128.15808596958396,139.9257035865763,124.72104860737208,451.409077805873,492.8579542354463,439.30284722846716
7.600337140594602,8.298209117203811,7.396506924285032,126.73495308968545,138.37189719956032,123.33608256816635,452.9399516462667,494.5293956429628,440.79266667127496
7.495273349862565,8.183498193579647,7.294260710562948,125.32615062676024,136.8337370472173,121.96506259712514,454.45381703562185,496.1822667662866,442.2659336729837
7.392806343788296,8.071622500846262,7.194541648667384,123.93158832006029,135.31112458304514,120.60790085684233,455.95084556073766,497.8167549567068,443.7228152293058
7.2928576744201825,7.962496387125109,7.0972733934579395,122.55117411582562,133.80395930251993,119.26450776490806,457.43120771659386,499.4330463726589,445.16347727249035
7.195351667504048,7.856037228961994,7.002382299036762,121.18481429885888,132.3121388869564,117.93479212217125,458.8950728865229,501.0313259580421,446.5880846519456
7.100215292521802,7.752165289512056,6.909797292669618,119.8324136487143,130.8355593740284,116.61866126382992,460.34260931587653,502.61177741359535,447.996801109252
7.007378063859802,7.650803610589328,6.819449778587768,118.49387555412147,129.37411528280674,115.31602117086767,461.77398409639915,504.17458317982334,449.3897892629446
6.916771957023368,7.55187792106835,6.7312735562641,117.16910210726438,127.92769971691324,114.02677656231633,463.18936315572944,505.7199244254264,450.76721059799434
6.828331302390577,7.45531652098846,6.645204716975629,115.8579942284223,126.4962045003074,112.75083101651067,464.5889112389467,507.2479810274485,452.12922544800966
6.7419926787995,7.361050165515104,6.561181539773429,114.56045179088737,125.07952031305241,111.48808709344172,465.9727918900147,508.7589315515806,453.47599297693506
6.657694850524583,7.269011995999139,6.4791444306969765,113.27637368780431,123.67753676490989,110.23844639884334,467.3411674479658,510.252953247497,454.8076711757589
6.575378677944536,7.179137442493422,6.399035835629311,112.00565793435615,122.2901425066695,109.00180968400025,468.69419903401285,511.73022203502677,456.1244168498672
6.494987019308351,7.091364116113424,6.320800144949933,110.74820178168713,120.9172253557232,107.77807695654067,470.03204653579246,513.1909124862591,457.42638560362576
6.4164646707666675,7.005631743826261,6.244383634947459,109.5039017801047,119.55867236423077,106.56714754210536,471.35486860414386,514.6351978225734,458.7137318373014
6.33975829458771,6.921882090022843,6.169734397968734,108.27265385798044,118.21436990541599,105.36892016117723,472.66282264597163,516.0632499067793,459.98660874009613
6.264816336468827,6.840058866395845,6.096802262037417,107.05435341555214,116.88420377559427,104.18329301997801,473.95606481309363,517.4752392312361,461.24516827964374
6.191588959127065,6.760107659438824,6.025538726245671,105.84889539685871,115.56805927270814,103.01016388042129,475.2347499966986,518.8713349118258,462.4895611966759
6.120027987920894,6.681975870936479,5.95589690782194,104.65617434551402,114.26582125759823,101.84943011458593,476.4990318259472,520.2517046861856,463.7199370034897
6.050086845021952,6.605612646203824,5.887831478118233,103.47608447614634,112.97737423172276,100.70098877399356,477.7490626623396,521.6165149077623,464.93644397869133
5.981720483440922,6.5309688018844145,5.821298598071034,102.30851974594002,111.70260241552074,99.5647366601569,478.9849935941296,522.965930539653,466.13922916120333
5.914885331260414,6.457996765138332,5.7562558640450225,101.15337391273917,110.44138981171024,98.44057038078464,480.2069744339743,524.3001151521264,467.32843834822137
5.8495392369400285,6.38665051398147,5.692662254701312,100.01054059180004,109.19362026715014,97.32838640473574,481.41515371686233,525.6192309204313,468.5042160933976
5.785641413106873,6.316885515844648,5.630478076197248,98.87991331458467,107.9591775371601,96.22808111953316,482.6096786975135,526.9234386219222,469.6667057041376
5.723152404534275,6.248658692658373,5.5696649313111655,97.76138555513836,106.73794531447594,95.13955085635699,483.79069535604674,528.2128976419988,470.8160492474794
5.662034024751162,6.181928351537571,5.510185657599118,96.65485079875317,105.52980730435071,94.0626919573238,484.9583483926695,529.487765968343,471.9523875446719
5.602249305298956,6.1166541293013506,5.45200427803712,95.56020259369824,104.33464728126634,92.9974008258727,486.1127812266733,530.748200189696,473.0758601701559
